state,postcode,country,state_ok,postcode_state_country,Latitude,Longitude,dist_to_rch,km_to_rch,albury_wodonga,barwon_geelong,bendigo_bendigo,cabrini_brighton,cabrini_malvern,casey_berwick,central_sale,dandenong_dandenong,eastern_boxhill,echuca_echuca,epworth_richmond,frankston_frankston,grampians_ballarat,grampians_horsham,latrobe_traralgonwest,maroondah_eastringwood,mildura_mildura,monash_clayton,shepparton_shepparton,south_warrnambool,sunshine_stalbans,northern_epping,royal_parkville,wangaratta_wangaratta,werribee_werribee,west_warragul,TravelDuration,TravelDuration_min,min_distance,closest_hospital
VIC,3132,Australia,Victoria,3132 Victoria Australia,-37.81816483,145.1990204,22.1,22.1,239.8,82.0,143.8,21.0,15.4,28.1,168.2,17.8,7.0,191.1,18.1,37.4,122.4,291.8,120.1,5.8,488.4,13.2,163.3,246.7,34.3,24.5,22.1,190.9,44.5,75.0,1749.0,29.2,22.1,maroondah_eastringwood
VIC,3133,Australia,Victoria,3133 Victoria Australia,-37.84756088,145.1927185,22.2,22.2,242.7,80.0,146.2,19.1,14.1,25.5,168.1,14.6,7.4,194.2,17.8,34.1,122.7,292.6,119.4,7.9,490.8,10.2,166.6,245.3,34.5,26.7,22.2,194.0,43.6,73.8,2000.0,33.3,22.2,eastern_boxhill
VIC,3134,Australia,Victoria,3134 Victoria Australia,-37.79188156,145.2371826,25.2,25.2,235.4,86.3,143.4,25.4,19.6,29.4,165.5,20.7,10.7,189.0,21.6,40.9,125.1,293.7,118.2,2.3,488.0,17.5,160.1,250.7,37.2,24.9,25.3,186.7,48.4,73.8,1937.0,32.3,25.3,maroondah_eastringwood
VIC,3135,Australia,Victoria,3135 Victoria Australia,-37.82178497,145.2489624,26.5,26.5,237.4,85.7,146.7,24.7,19.5,26.0,163.8,17.5,11.4,192.5,22.5,38.0,126.8,296.0,115.9,2.6,491.3,15.6,163.3,250.8,38.7,27.8,26.5,189.0,48.8,71.1,1876.0,31.3,26.5,maroondah_eastringwood
VIC,3136,Australia,Victoria,3136 Victoria Australia,-37.79124451,145.2816315,29.1,29.1,232.9,89.8,145.7,28.8,23.2,28.5,161.7,21.4,14.5,189.9,25.5,42.1,128.9,297.3,114.7,2.1,490.2,20.0,159.6,254.5,41.1,28.0,29.2,184.6,52.2,70.7,2097.0,35.0,29.2,maroondah_eastringwood
VIC,3137,Australia,Victoria,3137 Victoria Australia,-37.81883621,145.316452,32.3,32.3,233.5,91.2,150.0,30.3,25.4,25.0,158.0,19.5,17.4,193.6,28.4,40.3,132.5,301.3,110.6,5.3,494.5,20.4,162.5,256.6,44.5,32.3,32.4,185.8,54.7,66.4,2315.0,38.6,32.4,maroondah_eastringwood
VIC,3138,Australia,Victoria,3138 Victoria Australia,-37.78134918,145.3256531,33.0,33.0,229.7,93.7,147.2,32.7,27.3,29.1,158.2,23.7,18.5,189.8,29.5,44.5,132.5,300.4,111.7,6.1,491.6,23.6,158.3,258.5,44.9,30.8,33.1,181.8,56.2,68.4,2362.0,39.4,33.1,maroondah_eastringwood
VIC,3139,Australia,Victoria,3139 Victoria Australia,-37.81260681,145.5442963,52.3,52.3,221.5,110.0,162.5,49.8,45.2,30.9,138.7,33.8,37.4,199.2,48.4,52.2,152.0,319.5,93.1,24.9,506.1,38.9,162.0,276.1,64.3,49.8,52.3,176.4,74.7,52.2,3993.0,66.6,52.3,maroondah_eastringwood
VIC,3140,Australia,Victoria,3140 Victoria Australia,-37.75564957,145.3678131,37.0,37.0,225.2,98.3,147.4,37.3,31.7,31.9,155.3,27.8,22.8,188.1,33.6,48.6,135.6,302.8,109.7,10.6,491.6,28.3,155.3,262.8,48.5,33.1,37.0,177.5,60.5,67.5,2766.0,46.1,37.0,maroondah_eastringwood
VIC,3141,Australia,Victoria,3141 Victoria Australia,-37.83930206,144.9919281,6.3,6.3,253.4,65.0,136.4,8.1,4.5,38.4,185.6,25.3,11.5,190.4,2.4,36.6,105.5,276.3,136.4,24.0,480.2,14.6,168.7,228.5,17.8,20.8,6.2,202.9,26.2,89.9,1167.0,19.5,6.2,epworth_richmond
VIC,3142,Australia,Victoria,3142 Victoria Australia,-37.84152985,145.0174713,8.0,8.0,252.1,66.8,137.7,8.1,2.7,36.5,183.3,23.4,9.4,190.9,3.4,35.7,107.8,278.4,134.2,21.9,481.6,12.8,168.5,230.6,19.9,21.0,7.9,201.8,28.4,87.8,1240.0,20.7,7.9,cabrini_malvern
VIC,3143,Australia,Victoria,3143 Victoria Australia,-37.85666275,145.0202332,9.4,9.4,253.2,66.1,139.3,6.6,1.3,35.2,182.8,22.1,9.9,192.6,4.9,34.0,108.5,279.4,133.4,22.0,483.2,11.5,170.1,230.4,20.9,22.6,9.3,203.1,28.4,86.9,1390.0,23.2,9.3,cabrini_malvern
VIC,3144,Australia,Victoria,3144 Victoria Australia,-37.85451508,145.0351257,10.1,10.1,252.1,67.4,139.7,7.4,1.0,34.3,181.6,21.2,8.6,192.6,5.5,33.9,109.7,280.5,132.2,20.7,483.7,10.7,169.6,231.7,21.9,22.5,10.1,202.1,29.7,85.8,1377.0,23.0,10.1,cabrini_malvern
VIC,3145,Australia,Victoria,3145 Victoria Australia,-37.87726974,145.0621491,13.6,13.6,252.5,68.3,143.1,7.3,3.0,30.9,178.8,17.8,8.6,195.4,9.0,30.9,112.7,283.7,129.2,19.4,487.1,7.2,171.6,233.4,25.2,25.3,13.5,202.9,31.9,82.6,1526.0,25.4,13.5,cabrini_malvern
VIC,3146,Australia,Victoria,3146 Victoria Australia,-37.855793,145.0650787,12.3,12.3,250.5,69.6,141.1,9.0,2.9,32.2,178.9,19.2,6.6,193.1,7.6,33.2,112.2,282.9,129.7,18.3,485.3,8.8,169.2,234.2,24.3,23.0,12.2,200.8,32.3,83.3,1412.0,23.5,12.2,cabrini_malvern
VIC,3147,Australia,Victoria,3147 Victoria Australia,-37.86701965,145.0904541,14.8,14.8,250.0,71.0,143.3,10.0,5.1,29.7,176.5,16.8,6.4,194.7,10.2,31.6,114.7,285.4,127.2,16.7,487.5,6.6,170.1,236.0,26.9,24.7,14.8,200.6,34.4,80.8,1538.0,25.6,14.8,cabrini_malvern
VIC,3148,Australia,Victoria,3148 Victoria Australia,-37.88182449,145.100235,16.5,16.5,250.7,71.0,145.1,10.1,6.3,28.0,175.4,15.0,7.7,196.4,11.8,29.9,116.0,286.9,125.9,16.7,489.4,4.8,171.5,236.5,28.4,26.5,16.4,201.5,35.2,79.3,1526.0,25.4,16.4,monash_clayton
VIC,3149,Australia,Victoria,3149 Victoria Australia,-37.87836838,145.1285095,18.3,18.3,248.9,73.5,146.1,12.6,8.6,26.4,173.0,13.6,7.2,196.5,13.7,30.2,118.3,289.0,123.6,14.5,490.4,4.7,170.8,239.0,30.4,27.0,18.3,199.9,37.7,77.2,1685.0,28.1,18.3,monash_clayton
VIC,3150,Australia,Victoria,3150 Victoria Australia,-37.89153671,145.1753388,22.6,22.6,247.4,76.6,149.5,16.3,12.9,22.5,168.7,10.3,9.9,198.7,18.0,29.0,122.6,293.3,119.3,12.6,494.0,5.6,171.7,242.6,34.8,30.0,22.6,199.0,41.8,72.9,1899.0,31.7,22.6,monash_clayton
VIC,3151,Australia,Victoria,3151 Victoria Australia,-37.85357285,145.1504211,18.8,18.8,245.5,76.4,144.7,15.4,10.4,27.1,171.6,15.1,5.1,194.1,14.4,33.0,119.3,289.5,122.7,11.3,489.2,7.8,167.8,241.5,31.2,25.3,18.8,196.5,39.8,76.7,1951.0,32.5,18.8,eastern_boxhill
VIC,3152,Australia,Victoria,3152 Victoria Australia,-37.86595154,145.2232513,25.3,25.3,242.6,81.6,149.4,21.0,16.7,22.4,165.1,12.4,10.8,196.7,20.9,32.6,125.9,295.9,116.2,8.0,494.0,10.7,168.4,247.4,37.7,29.9,25.3,194.4,46.1,70.5,1858.0,31.0,25.3,maroondah_eastringwood
VIC,3153,Australia,Victoria,3153 Victoria Australia,-37.83693314,145.2732697,28.8,28.8,237.4,86.9,149.3,26.1,21.3,23.7,161.3,16.3,13.8,194.6,24.7,37.0,129.3,298.6,113.3,4.2,493.9,16.1,164.8,252.4,41.1,30.6,28.8,189.4,50.7,68.4,2211.0,36.9,28.8,maroondah_eastringwood
VIC,3155,Australia,Victoria,3155 Victoria Australia,-37.85626221,145.2857361,30.3,30.3,238.4,87.1,151.7,26.6,22.2,21.4,159.9,14.6,15.4,196.9,26.1,35.4,130.9,300.5,111.5,6.6,496.3,16.0,166.8,252.9,42.6,32.8,30.3,190.7,51.6,66.3,2308.0,38.5,30.3,maroondah_eastringwood
VIC,3156,Australia,Victoria,3156 Victoria Australia,-37.92100906,145.2931671,33.3,33.3,243.8,85.2,157.9,26.5,23.7,14.3,158.0,8.9,19.3,204.1,28.7,29.2,133.5,304.1,108.4,13.7,502.6,14.9,174.0,251.9,45.6,38.5,33.3,196.8,52.3,62.2,2490.0,41.5,33.3,dandenong_dandenong
VIC,3160,Australia,Victoria,3160 Victoria Australia,-37.93139648,145.3542175,38.7,38.7,241.7,90.0,161.9,31.9,29.2,12.4,152.6,12.8,24.4,206.6,34.1,31.3,138.9,309.4,103.0,16.7,506.6,20.3,174.9,256.9,51.0,43.0,38.7,195.4,57.7,56.9,2858.0,47.6,38.7,casey_berwick
VIC,3161,Australia,Victoria,3161 Victoria Australia,-37.87203598,145.0215912,10.8,10.8,254.4,65.4,140.9,5.2,1.4,34.2,182.4,21.0,10.7,194.4,6.5,32.3,109.1,280.3,132.8,22.5,484.7,10.4,171.7,230.1,21.9,24.4,10.7,204.4,28.4,86.1,1435.0,23.9,10.7,cabrini_malvern
VIC,3162,Australia,Victoria,3162 Victoria Australia,-37.89136887,145.0253754,12.7,12.7,255.8,64.7,142.9,3.7,3.2,32.7,181.8,19.6,11.9,196.5,8.7,30.2,110.2,281.5,131.8,23.0,486.7,9.2,173.8,229.8,23.5,26.5,12.7,206.0,28.7,85.0,1663.0,27.7,12.7,cabrini_malvern
VIC,3163,Australia,Victoria,3163 Victoria Australia,-37.89445114,145.0591431,14.8,14.8,254.1,67.2,144.6,6.2,4.2,30.1,178.8,16.9,10.3,197.3,10.3,29.1,113.1,284.3,128.9,20.6,488.6,6.3,173.5,232.6,26.0,27.1,14.7,204.7,31.6,82.1,1810.0,30.2,14.7,cabrini_malvern
VIC,3165,Australia,Victoria,3165 Victoria Australia,-37.92209625,145.0669861,17.6,17.6,256.1,66.6,147.6,6.7,7.2,27.9,177.7,14.8,12.8,200.4,13.3,25.9,114.8,286.3,127.4,21.7,491.5,4.9,176.4,232.5,28.4,30.3,17.5,206.9,32.5,80.3,1848.0,30.8,17.5,monash_clayton
VIC,3166,Australia,Victoria,3166 Victoria Australia,-37.90167236,145.0982666,17.7,17.7,252.6,70.0,147.0,9.4,7.2,26.8,175.3,13.6,9.9,198.6,13.1,27.7,116.6,287.7,125.4,18.2,491.1,3.0,173.7,235.8,29.4,28.6,17.7,203.5,35.1,78.6,1693.0,28.2,17.7,monash_clayton
VIC,3167,Australia,Victoria,3167 Victoria Australia,-37.92438889,145.0942841,19.3,19.3,254.7,68.7,149.0,9.1,8.7,25.7,175.3,12.5,12.4,201.0,14.8,25.3,117.1,288.6,125.0,20.1,493.0,2.6,176.3,234.8,30.5,31.0,19.2,205.8,35.0,78.0,1922.0,32.0,19.2,monash_clayton
VIC,3168,Australia,Victoria,3168 Victoria Australia,-37.91592789,145.1321869,21.0,21.0,251.9,72.1,149.8,12.3,10.5,23.4,172.1,10.3,11.3,200.6,16.4,26.0,119.9,291.1,122.1,17.1,494.1,1.0,174.9,238.3,32.7,31.0,21.0,203.2,38.2,75.2,1967.0,32.8,21.0,monash_clayton
VIC,3169,Australia,Victoria,3169 Victoria Australia,-37.94305801,145.119339,22.3,22.3,255.0,70.0,151.9,11.7,11.7,22.7,172.8,9.7,14.3,203.4,17.8,23.0,119.9,291.5,122.3,20.1,496.0,2.5,178.0,236.5,33.5,33.5,22.3,206.4,37.4,75.2,2177.0,36.3,22.3,monash_clayton
VIC,3170,Australia,Victoria,3170 Victoria Australia,-37.92567062,145.1758728,24.7,24.7,250.4,75.3,152.7,16.2,14.3,19.8,168.2,7.0,13.3,202.4,20.0,25.3,123.9,295.0,118.1,15.8,497.1,4.7,175.4,241.8,36.6,33.4,24.7,202.2,42.1,71.3,2062.0,34.4,24.7,monash_clayton
VIC,3171,Australia,Victoria,3171 Victoria Australia,-37.94565964,145.1578522,24.9,24.9,253.1,73.1,153.8,15.1,14.3,19.7,169.5,6.5,15.0,204.3,20.3,22.8,123.2,294.6,119.0,18.5,498.1,4.1,177.8,239.7,36.4,34.9,24.8,204.9,40.8,71.9,2192.0,36.5,24.8,monash_clayton
VIC,3172,Australia,Victoria,3172 Victoria Australia,-37.97385025,145.1336517,25.7,25.7,256.9,70.1,155.5,14.2,15.2,20.1,171.2,7.6,17.8,207.0,21.3,19.6,122.3,294.2,120.3,22.3,499.5,6.0,181.2,237.0,36.6,37.2,25.7,208.7,39.4,72.9,2261.0,37.7,25.7,monash_clayton
VIC,3173,Australia,Victoria,3173 Victoria Australia,-38.00537491,145.1673279,30.3,30.3,257.9,72.1,160.0,18.6,19.7,16.2,168.0,5.6,21.6,211.0,25.9,16.4,126.4,298.4,116.6,24.2,504.1,10.2,184.3,239.2,41.1,41.4,30.3,210.3,43.2,69.1,2357.0,39.3,30.3,dandenong_dandenong
VIC,3174,Australia,Victoria,3174 Victoria Australia,-37.96392441,145.1810303,27.8,27.8,253.5,74.4,156.6,17.6,17.2,16.9,167.2,3.8,17.5,206.7,23.2,21.2,125.8,297.3,116.5,19.5,500.9,7.0,179.6,241.3,39.2,37.5,27.7,205.7,43.2,69.3,2175.0,36.3,27.7,dandenong_dandenong
VIC,3175,Australia,Victoria,3175 Victoria Australia,-38.01861954,145.203125,33.5,33.5,257.3,74.8,162.8,22.0,22.8,12.8,164.7,4.8,23.9,213.0,29.0,16.0,129.9,301.9,113.2,24.8,507.0,13.0,185.4,242.0,44.5,43.9,33.4,210.1,46.6,65.6,2362.0,39.4,33.4,dandenong_dandenong
VIC,3177,Australia,Victoria,3177 Victoria Australia,-37.99058914,145.2402039,33.6,33.6,252.8,78.7,161.8,23.5,23.1,10.9,161.8,2.3,22.3,210.6,29.0,20.2,131.7,303.3,110.7,21.2,506.3,12.9,182.0,245.8,45.2,42.4,33.6,205.8,48.9,63.4,2245.0,37.4,33.6,dandenong_dandenong
VIC,3178,Australia,Victoria,3178 Victoria Australia,-37.92427826,145.2438202,29.6,29.6,246.7,81.0,155.8,22.2,19.7,15.9,162.3,6.2,16.4,203.5,25.0,27.0,129.5,300.3,112.4,13.8,500.4,10.6,174.7,247.6,41.8,36.2,29.6,199.1,48.0,65.9,2148.0,35.8,29.6,dandenong_dandenong
VIC,3179,Australia,Victoria,3179 Victoria Australia,-37.90164566,145.2185822,26.5,26.5,246.0,79.8,152.5,20.0,16.8,19.2,164.8,8.4,13.1,200.5,21.9,28.7,126.6,297.2,115.3,11.8,497.0,8.6,172.4,246.0,38.7,32.9,26.5,198.0,45.6,69.0,1938.0,32.3,26.5,dandenong_dandenong
VIC,3181,Australia,Victoria,3181 Victoria Australia,-37.85275269,144.9975433,7.8,7.8,254.2,64.6,138.0,6.6,3.3,37.1,184.8,24.0,11.5,192.0,3.9,35.0,106.5,277.4,135.4,23.8,481.7,13.4,170.1,228.6,19.0,22.3,7.7,203.9,26.5,88.9,1245.0,20.8,7.7,cabrini_malvern
VIC,3182,Australia,Victoria,3182 Victoria Australia,-37.86291122,144.9802246,8.2,8.2,256.0,62.7,138.3,5.5,4.6,37.8,186.2,24.6,13.3,192.9,5.1,34.5,105.4,276.6,136.5,25.6,481.8,14.1,171.5,226.8,18.4,23.5,8.1,205.7,24.8,89.8,1220.0,20.3,8.1,cabrini_malvern
VIC,3183,Australia,Victoria,3183 Victoria Australia,-37.86768341,145.0003204,9.4,9.4,255.2,64.0,139.6,5.0,2.9,36.0,184.3,22.8,12.0,193.7,5.6,33.4,107.2,278.4,134.7,24.1,483.2,12.3,171.6,228.4,20.1,23.9,9.3,205.1,26.5,88.0,1272.0,21.2,9.3,cabrini_malvern
VIC,3184,Australia,Victoria,3184 Victoria Australia,-37.88077164,144.9855042,10.2,10.2,257.2,62.1,140.3,3.5,4.6,36.4,185.4,23.2,13.8,194.9,7.0,32.5,106.5,277.9,135.5,25.8,483.8,12.9,173.3,226.8,20.0,25.5,10.1,207.0,25.2,88.6,1501.0,25.0,10.1,cabrini_brighton
VIC,3185,Australia,Victoria,3185 Victoria Australia,-37.88611603,145.0061188,11.4,11.4,256.5,63.4,141.6,3.1,3.5,34.5,183.5,21.4,12.7,195.7,7.7,31.3,108.4,279.7,133.6,24.3,485.2,11.0,173.5,228.3,21.8,25.9,11.3,206.5,27.0,86.7,1556.0,25.9,11.3,cabrini_brighton
VIC,3186,Australia,Victoria,3186 Victoria Australia,-37.90842438,144.9960022,13.4,13.4,258.9,61.5,143.4,0.5,6.0,34.1,184.1,21.1,15.0,198.1,10.1,29.3,108.4,280.1,133.8,26.2,486.9,11.2,176.2,226.9,22.8,28.4,13.3,209.0,26.2,86.7,1711.0,28.5,13.3,cabrini_brighton
VIC,3187,Australia,Victoria,3187 Victoria Australia,-37.91730881,145.0166779,15.0,15.0,258.5,62.7,145.1,2.3,6.2,32.0,182.1,19.1,14.5,199.3,11.3,27.7,110.5,282.2,131.8,25.1,488.7,9.3,176.7,228.4,24.8,29.4,14.9,208.8,28.1,84.6,1760.0,29.3,14.9,cabrini_brighton
VIC,3188,Australia,Victoria,3188 Victoria Australia,-37.93798447,145.0145721,17.0,17.0,260.4,61.6,147.1,3.5,8.5,31.3,182.0,18.6,16.5,201.6,13.5,25.6,111.2,283.1,131.3,26.5,490.5,9.7,179.0,227.7,26.3,31.7,16.9,210.8,28.3,84.1,1988.0,33.1,16.9,cabrini_brighton
VIC,3189,Australia,Victoria,3189 Victoria Australia,-37.9414444,145.057785,19.0,19.0,258.2,65.0,149.2,6.7,9.0,27.6,178.2,14.8,15.1,202.4,14.9,24.0,114.8,286.6,127.6,23.7,492.9,6.2,178.7,231.3,29.3,32.3,18.9,209.1,32.1,80.3,2135.0,35.6,18.9,monash_clayton
VIC,3190,Australia,Victoria,3190 Victoria Australia,-37.95037079,145.0404205,19.2,19.2,260.0,63.2,149.4,6.1,9.7,28.7,179.6,16.1,16.6,203.2,15.3,23.5,113.8,285.7,128.8,25.5,492.9,8.0,180.0,229.6,28.9,33.1,19.1,210.8,30.8,81.5,2033.0,33.9,19.1,cabrini_brighton
VIC,3191,Australia,Victoria,3191 Victoria Australia,-37.95355988,145.0146332,18.7,18.7,261.7,61.0,148.7,5.1,10.2,30.7,181.8,18.2,18.0,203.3,15.2,24.0,111.8,283.9,130.9,27.5,492.0,10.2,180.7,227.3,27.7,33.4,18.6,212.3,28.7,83.5,2051.0,34.2,18.6,cabrini_brighton
VIC,3192,Australia,Victoria,3192 Victoria Australia,-37.96354675,145.0603638,21.3,21.3,260.0,64.4,151.5,8.3,11.4,26.5,177.7,14.1,17.4,204.9,17.3,21.6,116.0,287.9,126.8,25.3,495.1,7.3,181.1,230.9,31.2,34.8,21.2,211.1,32.9,79.4,2168.0,36.1,21.2,monash_clayton
VIC,3193,Australia,Victoria,3193 Victoria Australia,-37.97802353,145.0323181,21.8,21.8,262.8,61.5,151.8,8.2,12.8,28.4,180.0,16.5,19.7,206.2,18.2,20.9,114.3,286.5,128.8,28.1,495.1,10.2,183.1,228.2,30.8,36.2,21.7,213.7,31.0,81.3,2221.0,37.0,21.7,cabrini_brighton
VIC,3194,Australia,Victoria,3194 Victoria Australia,-37.97991943,145.0815125,23.7,23.7,260.3,65.6,153.9,10.9,13.7,24.2,175.7,12.2,18.7,207.0,19.6,19.4,118.4,290.4,124.5,25.4,497.6,7.5,182.6,232.4,33.7,36.8,23.7,211.6,35.2,77.1,2411.0,40.2,23.7,monash_clayton
VIC,3195,Australia,Victoria,3195 Victoria Australia,-38.00553131,145.1096039,27.4,27.4,261.0,67.2,157.6,14.7,17.2,21.1,173.0,10.2,21.3,210.1,23.3,16.1,121.8,294.0,121.5,26.4,501.3,9.5,185.0,234.2,37.5,40.1,27.4,212.8,38.4,73.9,2605.0,43.4,27.4,monash_clayton
VIC,3196,Australia,Victoria,3196 Victoria Australia,-38.04818726,145.1256256,32.2,32.2,263.9,67.5,162.4,19.2,22.1,19.3,171.3,11.5,26.0,215.0,28.1,11.3,125.1,297.5,119.3,30.0,506.1,14.2,189.5,234.7,42.0,45.0,32.2,216.2,41.5,71.5,2717.0,45.3,32.2,frankston_frankston
VIC,3197,Australia,Victoria,3197 Victoria Australia,-38.07129288,145.1392059,35.1,35.1,265.3,68.3,165.3,21.9,25.0,18.4,170.0,12.6,28.6,217.8,31.0,8.8,127.3,299.8,117.7,31.9,508.9,16.8,191.9,235.5,44.7,47.8,35.0,217.9,43.8,69.9,2651.0,44.2,35.0,frankston_frankston
VIC,3198,Australia,Victoria,3198 Victoria Australia,-38.10473633,145.1384735,38.4,38.4,268.3,67.8,168.5,25.0,28.4,19.5,170.0,15.9,32.3,221.4,34.4,5.1,128.9,301.5,117.3,35.5,512.0,20.5,195.6,234.8,47.6,51.4,38.3,221.2,45.6,69.4,2882.0,48.0,38.3,frankston_frankston
VIC,3199,Australia,Victoria,3199 Victoria Australia,-38.16014099,145.1388092,44.0,44.0,273.4,67.7,174.1,30.5,34.3,22.4,170.0,21.6,38.5,227.5,40.2,1.4,132.0,304.7,116.7,41.4,517.2,26.7,201.7,234.1,52.7,57.4,43.9,226.6,49.2,68.9,2901.0,48.4,43.9,frankston_frankston
VIC,3201,Australia,Victoria,3201 Victoria Australia,-38.09276581,145.1757965,38.7,38.7,265.4,71.2,168.9,25.8,28.5,15.9,166.8,13.4,31.3,220.7,34.5,7.5,131.2,303.7,114.2,33.3,512.6,19.7,193.9,238.3,48.6,50.9,38.7,218.5,47.7,66.3,2648.0,44.1,38.7,frankston_frankston
VIC,3202,Australia,Victoria,3202 Victoria Australia,-37.95605469,145.0932007,22.0,22.0,257.5,67.4,152.1,10.2,11.6,24.1,175.0,11.4,15.9,204.5,17.7,21.8,118.3,290.1,124.2,22.7,495.9,4.7,179.8,233.9,32.6,34.4,22.0,208.8,35.5,76.9,2107.0,35.1,22.0,monash_clayton
VIC,3204,Australia,Victoria,3204 Victoria Australia,-37.91571045,145.0392304,15.7,15.7,257.1,64.6,145.9,4.2,5.9,30.4,180.2,17.3,13.3,199.4,11.6,27.2,112.2,283.8,129.9,23.3,489.6,7.4,176.2,230.4,26.1,29.3,15.6,207.6,30.0,82.8,1906.0,31.8,15.6,cabrini_brighton
VIC,3205,Australia,Victoria,3205 Victoria Australia,-37.83397293,144.9573517,4.6,4.6,255.0,62.8,134.5,9.2,7.4,41.2,188.7,28.1,14.4,189.5,3.6,38.2,102.5,273.3,139.4,26.9,478.1,17.5,168.9,225.8,14.9,20.7,4.4,204.2,23.4,92.9,837.0,14.0,4.4,epworth_richmond
VIC,3206,Australia,Victoria,3206 Victoria Australia,-37.84654999,144.9612732,6.0,6.0,255.8,62.3,135.9,7.7,6.6,40.2,188.1,27.0,14.3,190.9,4.3,36.8,103.2,274.2,138.7,26.8,479.4,16.4,170.1,225.7,16.0,22.0,5.9,205.2,23.4,92.1,1104.0,18.4,5.9,epworth_richmond
VIC,3207,Australia,Victoria,3207 Victoria Australia,-37.83332062,144.9221954,5.1,5.1,257.0,60.3,133.1,10.6,10.3,43.8,191.7,30.7,17.4,189.2,6.5,39.6,99.5,270.5,142.4,30.0,476.3,20.1,169.6,222.8,12.4,21.6,4.9,206.0,20.4,95.8,702.0,11.7,4.9,royal_parkville
VIC,3211,Australia,Victoria,3211 Victoria Australia,-37.93200302,144.4668884,45.1,45.1,293.2,26.0,132.5,46.1,50.3,78.0,229.9,66.3,58.7,201.1,47.9,62.9,68.9,241.4,178.4,71.2,465.9,57.6,193.9,181.4,36.1,57.3,45.0,240.3,21.0,130.6,2596.0,43.3,45.0,werribee_werribee
VIC,3212,Australia,Victoria,3212 Victoria Australia,-38.02138901,144.4497986,50.7,50.7,301.1,16.3,142.2,49.0,54.1,78.5,230.6,67.7,63.0,211.1,52.8,61.2,74.4,245.8,178.2,75.3,474.1,60.1,203.5,177.4,43.3,64.3,50.6,248.6,26.6,130.4,2451.0,40.9,50.6,barwon_geelong
VIC,3213,Australia,Victoria,3213 Victoria Australia,-37.97005844,144.2884674,61.3,61.3,307.7,21.3,135.7,62.0,66.4,93.0,245.1,81.7,74.9,207.8,64.1,76.3,60.6,231.0,193.1,87.4,462.8,73.4,204.9,165.2,51.8,72.9,61.2,254.3,37.2,145.2,4082.0,68.0,61.2,barwon_geelong
VIC,3214,Australia,Victoria,3214 Victoria Australia,-38.07423019,144.3707275,59.6,59.6,310.1,8.6,147.5,57.3,62.6,85.5,237.2,75.2,71.7,217.9,61.6,66.9,74.1,243.8,184.4,83.8,476.4,68.1,211.8,169.3,52.3,73.4,59.5,257.6,35.6,136.6,2879.0,48.0,59.5,barwon_geelong
VIC,3215,Australia,Victoria,3215 Victoria Australia,-38.10830688,144.3341675,64.3,64.3,315.1,5.5,151.2,61.6,67.0,88.9,240.4,79.0,76.2,222.2,66.2,69.7,75.3,243.6,187.3,88.2,478.4,72.2,216.6,165.4,57.3,78.3,64.2,262.6,40.4,139.5,3342.0,55.7,64.2,barwon_geelong
VIC,3216,Australia,Victoria,3216 Victoria Australia,-38.18765259,144.3096008,71.2,71.2,322.7,6.3,160.0,67.1,72.9,92.1,242.5,83.1,82.2,231.2,72.7,71.8,81.6,247.6,188.9,93.8,485.6,77.2,225.5,161.8,65.0,85.8,71.1,270.6,47.9,141.4,3696.0,61.6,71.1,barwon_geelong
VIC,3217,Australia,Victoria,3217 Victoria Australia,-38.25111008,144.2980347,76.5,76.5,328.4,12.5,167.0,71.5,77.5,94.5,243.8,86.3,86.8,238.4,77.6,73.5,87.3,251.5,189.9,98.1,491.6,81.0,232.3,159.9,70.9,91.5,76.4,276.6,53.7,142.6,3949.0,65.8,76.4,barwon_geelong
VIC,3218,Australia,Victoria,3218 Victoria Australia,-38.11554337,144.2170563,73.6,73.6,323.1,13.6,152.0,71.5,76.8,99.2,250.6,89.2,85.9,224.9,75.7,79.9,70.7,236.2,197.4,98.0,474.9,82.3,222.1,155.2,65.7,86.9,73.5,270.2,49.4,149.7,3621.0,60.4,73.5,barwon_geelong
VIC,3219,Australia,Victoria,3219 Victoria Australia,-38.17249298,144.3854675,65.0,65.0,316.8,2.9,158.5,60.5,66.4,85.3,235.9,76.3,75.6,228.5,66.3,65.1,83.7,251.6,182.4,87.2,486.8,70.4,221.1,168.6,59.3,79.9,64.9,264.9,42.1,134.8,3879.0,64.7,64.9,barwon_geelong
VIC,3222,Australia,Victoria,3222 Victoria Australia,-38.20244598,144.5650024,56.6,56.6,308.4,18.4,163.5,49.4,55.7,70.6,220.3,62.6,64.9,230.2,56.9,49.7,95.9,265.9,166.6,75.6,496.6,58.0,218.2,183.7,53.8,72.7,56.5,257.6,37.1,119.1,4835.0,80.6,56.5,barwon_geelong
VIC,3223,Australia,Victoria,3223 Victoria Australia,-38.15332413,144.6658325,47.1,47.1,298.5,26.3,159.7,39.2,45.6,60.8,211.3,52.4,54.7,224.2,47.1,40.5,98.2,269.7,158.0,65.3,495.8,47.7,210.1,193.2,45.6,63.5,47.0,248.0,29.9,110.3,5373.0,89.6,47.0,barwon_geelong
