state,postcode,country,state_ok,postcode_state_country,Latitude,Longitude,dist_to_rch,km_to_rch,albury_wodonga,barwon_geelong,bendigo_bendigo,cabrini_brighton,cabrini_malvern,casey_berwick,central_sale,dandenong_dandenong,eastern_boxhill,echuca_echuca,epworth_richmond,frankston_frankston,grampians_ballarat,grampians_horsham,latrobe_traralgonwest,maroondah_eastringwood,mildura_mildura,monash_clayton,shepparton_shepparton,south_warrnambool,sunshine_stalbans,northern_epping,royal_parkville,wangaratta_wangaratta,werribee_werribee,west_warragul,TravelDuration,TravelDuration_min,min_distance,closest_hospital
VIC,3225,Australia,Victoria,3225 Victoria Australia,-38.24933624,144.6291809,58.0,58.0,308.6,25.5,169.6,49.1,55.6,66.8,214.9,59.9,64.6,235.0,57.6,45.1,103.6,273.5,160.9,74.5,503.8,56.6,221.3,188.7,56.7,74.4,57.8,258.5,40.9,113.7,5007.0,83.5,57.8,barwon_geelong
VIC,3226,Australia,Victoria,3226 Victoria Australia,-38.259552,144.5383606,63.1,63.1,314.7,19.3,169.4,55.4,61.8,74.6,222.9,67.4,71.0,236.7,63.2,53.1,99.4,268.1,168.9,81.3,501.3,63.5,225.0,180.7,60.6,79.3,63.0,264.1,43.9,121.7,4821.0,80.4,63.0,barwon_geelong
VIC,3227,Australia,Victoria,3227 Victoria Australia,-38.2605896,144.4275665,69.2,69.2,321.3,13.3,168.5,62.8,69.0,83.9,232.6,76.2,78.3,237.8,69.8,62.5,93.9,260.7,178.6,89.1,497.2,71.6,228.6,171.1,65.2,84.9,69.1,270.1,48.0,131.4,4463.0,74.4,69.1,barwon_geelong
VIC,3228,Australia,Victoria,3228 Victoria Australia,-38.33243179,144.2707214,84.4,84.4,336.5,21.7,176.0,78.5,84.7,99.4,246.8,92.0,94.0,247.7,85.3,77.7,94.5,256.0,192.5,104.9,498.9,87.5,241.5,156.9,79.5,99.8,84.3,285.0,62.2,145.7,4455.0,74.3,84.3,barwon_geelong
VIC,3230,Australia,Victoria,3230 Victoria Australia,-38.38082886,144.1543121,95.5,95.5,347.5,31.4,181.8,89.9,96.0,110.7,257.4,103.4,105.3,254.9,96.5,88.9,96.1,252.7,203.0,116.4,500.0,99.0,250.7,146.6,90.0,110.6,95.3,295.7,72.8,156.5,5999.0,100.0,95.3,barwon_geelong
VIC,3231,Australia,Victoria,3231 Victoria Australia,-38.452034,144.0603027,106.9,106.9,358.9,42.7,190.4,101.2,107.3,121.2,266.4,114.3,116.6,264.4,107.8,99.1,102.0,253.1,211.9,127.6,504.5,110.1,261.5,138.5,101.4,122.0,106.7,307.0,84.2,165.8,5999.0,100.0,106.7,barwon_geelong
VIC,3239,Australia,Victoria,3239 Victoria Australia,-38.57361603,143.4201813,159.4,159.4,409.0,94.8,216.6,155.7,161.5,178.1,323.4,170.6,170.8,295.2,161.1,156.3,119.8,232.9,268.8,182.4,501.1,165.5,302.5,85.2,151.8,173.0,159.3,355.4,135.4,223.1,8350.0,139.2,159.3,south_warrnambool
VIC,3241,Australia,Victoria,3241 Victoria Australia,-38.26026154,143.9307709,103.3,103.3,352.5,39.8,170.9,100.6,106.1,126.1,275.9,117.1,115.3,246.9,105.2,105.4,79.3,229.6,221.9,127.2,480.6,111.0,248.6,127.9,95.4,116.6,103.1,299.2,79.1,174.7,4997.0,83.3,103.1,barwon_geelong
VIC,3250,Australia,Victoria,3250 Victoria Australia,-38.34014511,143.5839081,134.1,134.1,381.4,71.4,187.4,132.0,137.5,157.5,306.6,148.7,146.5,265.7,136.3,136.6,90.9,217.9,252.4,158.6,479.7,142.5,273.1,97.0,125.6,146.8,134.0,327.4,109.9,205.5,6221.0,103.7,134.0,barwon_geelong
VIC,3265,Australia,Victoria,3265 Victoria Australia,-38.3247261,142.8113403,196.3,196.3,435.0,137.1,218.1,196.2,201.1,223.8,373.8,214.2,209.8,297.6,199.1,203.4,125.3,187.0,319.7,222.2,464.2,207.1,317.1,30.2,186.4,207.0,196.2,379.5,172.2,272.6,9119.0,152.0,196.2,south_warrnambool
VIC,3271,Australia,Victoria,3271 Victoria Australia,-37.91020203,143.0150147,170.4,170.4,396.0,121.3,171.0,173.4,177.2,204.8,356.9,193.5,185.0,250.1,173.9,187.1,83.6,151.1,304.6,197.5,421.5,184.9,273.6,70.7,159.0,178.1,170.3,340.0,147.8,256.7,8741.0,145.7,170.3,south_warrnambool
VIC,3280,Australia,Victoria,3280 Victoria Australia,-38.36674118,142.4881897,224.7,224.7,461.3,165.6,239.6,224.7,229.6,252.3,402.1,242.7,238.3,318.5,227.5,231.9,149.9,185.7,348.0,250.7,466.0,235.7,341.4,2.2,214.6,235.2,224.6,405.7,200.6,301.0,10588.0,176.5,224.6,south_warrnambool
VIC,3284,Australia,Victoria,3284 Victoria Australia,-38.26626587,142.14357,251.3,251.3,481.9,194.5,253.2,252.3,256.9,281.1,431.9,271.1,265.4,330.5,254.5,261.2,169.5,172.9,378.0,277.9,453.8,263.5,358.4,31.5,240.7,260.8,251.3,425.9,227.6,330.7,11855.0,197.6,251.3,south_warrnambool
VIC,3294,Australia,Victoria,3294 Victoria Australia,-37.59385681,142.319931,232.5,232.5,437.0,189.9,197.8,237.5,240.5,270.4,421.9,258.4,247.5,270.0,236.5,254.2,134.9,98.6,370.8,259.8,379.4,249.1,307.0,88.7,220.4,237.4,232.4,380.7,211.7,323.0,11047.0,184.1,232.4,south_warrnambool
VIC,3300,Australia,Victoria,3300 Victoria Australia,-37.79012299,142.0025177,259.0,259.0,470.9,211.0,232.7,262.8,266.3,294.6,446.7,283.2,273.8,305.4,262.7,277.0,164.7,121.3,394.4,286.3,401.1,274.3,341.7,77.6,247.3,265.4,258.9,414.6,237.0,346.6,12342.0,205.7,258.9,south_warrnambool
VIC,3305,Australia,Victoria,3305 Victoria Australia,-38.23454666,141.4497986,310.5,310.5,534.8,254.9,299.7,312.1,316.5,341.4,492.4,331.1,324.8,373.8,313.8,321.7,223.9,182.1,438.6,337.3,454.6,323.4,407.7,90.7,299.6,319.2,310.4,478.5,287.1,391.3,15010.0,250.2,310.4,south_warrnambool
VIC,3321,Australia,Victoria,3321 Victoria Australia,-38.10038757,143.9455719,94.4,94.4,340.0,37.1,153.2,94.0,98.9,122.8,274.4,112.5,107.7,229.6,97.1,103.7,61.8,217.6,221.3,120.0,464.4,105.1,233.1,132.4,85.2,106.2,94.4,286.1,70.2,173.5,5693.0,94.9,94.4,barwon_geelong
VIC,3335,Australia,Victoria,3335 Victoria Australia,-37.69688034,144.6596375,27.7,27.7,263.2,56.8,110.5,37.7,37.7,71.5,217.4,58.3,42.4,173.5,32.2,65.1,73.2,243.1,169.2,54.1,451.3,47.7,163.0,206.1,15.4,31.6,27.7,209.8,21.3,123.1,1828.0,30.5,27.7,sunshine_stalbans
VIC,3336,Australia,Victoria,3336 Victoria Australia,-37.70591736,144.7040405,23.7,23.7,260.9,57.8,112.7,34.1,33.8,67.6,213.3,54.5,38.4,174.4,28.3,61.9,77.2,247.1,165.2,50.1,454.2,43.9,162.4,209.4,11.6,28.0,23.7,207.7,20.0,119.2,1689.0,28.2,23.7,sunshine_stalbans
VIC,3337,Australia,Victoria,3337 Victoria Australia,-37.62826538,144.5857849,36.9,36.9,263.3,61.3,101.3,47.6,47.2,81.1,225.5,67.9,51.3,166.4,41.6,75.1,65.5,234.0,178.0,62.4,441.4,57.3,159.0,203.2,25.0,37.9,36.9,209.2,30.3,132.3,2266.0,37.8,36.9,sunshine_stalbans
VIC,3338,Australia,Victoria,3338 Victoria Australia,-37.75608063,144.5548401,35.0,35.0,274.5,47.0,114.5,42.1,43.7,76.4,225.0,63.4,50.0,180.8,39.1,66.7,66.2,237.9,175.7,62.2,452.4,53.2,172.9,195.1,22.9,42.1,34.9,220.9,19.2,128.9,2531.0,42.2,34.9,werribee_werribee
VIC,3340,Australia,Victoria,3340 Victoria Australia,-37.74232864,144.3952942,49.1,49.1,284.4,45.6,110.9,55.7,57.6,89.9,239.1,77.0,64.1,181.2,53.2,78.7,52.6,224.9,189.6,76.4,444.3,66.9,178.3,182.7,37.0,55.4,49.0,230.1,31.1,142.6,3155.0,52.6,49.0,werribee_werribee
VIC,3341,Australia,Victoria,3341 Victoria Australia,-37.58526611,144.3461609,58.0,58.0,277.4,63.0,93.1,67.4,67.8,101.5,247.1,88.4,72.6,164.9,62.5,93.1,44.0,212.9,199.4,84.0,426.9,77.8,165.9,186.6,45.7,59.4,57.9,222.3,45.6,153.4,3198.0,53.3,57.9,grampians_ballarat
VIC,3342,Australia,Victoria,3342 Victoria Australia,-37.63119888,144.221817,66.5,66.5,289.3,59.2,98.2,74.5,75.8,108.8,256.6,95.8,81.5,172.5,70.9,98.3,34.0,205.6,207.9,93.3,426.4,85.5,176.5,174.5,54.2,69.9,66.5,234.1,50.6,161.3,3609.0,60.2,66.5,grampians_ballarat
VIC,3345,Australia,Victoria,3345 Victoria Australia,-37.56654358,144.1122589,77.9,77.9,293.4,68.8,92.1,86.3,87.4,120.6,267.6,107.6,92.8,168.7,82.4,110.4,23.2,193.6,219.4,104.4,415.6,97.2,177.0,169.9,65.6,80.1,77.9,237.8,62.6,173.0,3796.0,63.3,77.9,grampians_ballarat
VIC,3350,Australia,Victoria,3350 Victoria Australia,-37.57291031,143.8658752,98.5,98.5,312.4,77.9,98.8,105.9,107.6,140.1,288.6,127.3,113.5,177.9,102.8,128.1,2.9,175.3,239.7,125.3,407.3,117.1,192.5,151.7,86.2,101.6,98.5,256.5,81.1,192.8,4753.0,79.2,98.5,grampians_ballarat
VIC,3351,Australia,Victoria,3351 Victoria Australia,-37.5132103,143.6674194,117.1,117.1,324.6,93.8,101.0,124.6,126.3,158.8,307.1,146.0,132.1,180.7,121.5,146.6,16.6,157.1,258.4,143.9,394.7,135.8,201.2,142.5,104.8,119.8,117.1,268.4,99.8,211.5,5403.0,90.1,117.1,grampians_ballarat
VIC,3352,Australia,Victoria,3352 Victoria Australia,-37.48241043,143.830307,104.5,104.5,310.3,88.0,90.9,112.8,114.0,147.1,294.0,134.1,119.3,170.4,108.9,136.1,7.7,167.4,246.0,130.8,396.8,123.7,188.0,155.5,92.1,106.1,104.5,254.1,88.6,199.5,4757.0,79.3,104.5,grampians_ballarat
VIC,3355,Australia,Victoria,3355 Victoria Australia,-37.51594162,143.7964783,106.1,106.1,314.7,86.6,95.6,114.0,115.4,148.2,296.0,135.3,121.0,175.1,110.5,136.6,6.0,166.8,247.5,132.7,399.1,125.1,192.7,150.8,93.8,108.4,106.1,258.6,89.4,200.8,4808.0,80.1,106.1,grampians_ballarat
VIC,3373,Australia,Victoria,3373 Victoria Australia,-37.46440506,143.34021,146.4,146.4,348.3,118.1,115.5,153.6,155.5,187.7,336.5,174.9,161.4,193.6,150.7,174.7,45.9,130.7,287.5,173.2,380.2,164.9,221.4,127.3,134.1,149.1,146.4,291.9,128.4,240.5,6306.0,105.1,146.4,grampians_ballarat
VIC,3377,Australia,Victoria,3377 Victoria Australia,-37.27267838,142.9490051,185.7,185.7,372.7,158.3,132.1,193.5,195.0,227.7,375.3,214.8,200.6,204.1,190.1,215.2,85.3,90.6,327.1,212.1,350.9,204.6,241.6,130.3,173.3,187.2,185.7,316.6,168.6,280.4,7841.0,130.7,185.7,grampians_ballarat
VIC,3393,Australia,Victoria,3393 Victoria Australia,-36.19363785,142.4207153,286.5,286.5,400.3,277.6,177.7,297.6,297.0,330.9,464.6,317.8,299.8,209.1,291.2,323.9,197.2,60.7,423.6,309.1,224.7,307.2,268.7,243.4,275.0,282.0,286.5,349.3,276.2,380.6,12745.0,212.4,286.5,grampians_horsham
VIC,3400,Australia,Victoria,3400 Victoria Australia,-36.71891022,142.196228,271.4,271.4,424.1,249.1,186.1,280.5,281.3,314.8,458.2,301.7,285.9,237.3,276.0,303.9,173.3,1.4,412.6,296.7,281.8,291.3,290.0,186.5,259.2,270.4,271.4,370.1,256.6,366.9,11606.0,193.4,271.4,grampians_horsham
VIC,3401,Australia,Victoria,3401 Victoria Australia,-36.83584595,142.0988159,273.7,273.7,434.5,247.8,194.8,282.2,283.4,316.5,461.9,303.5,288.4,249.3,278.2,304.7,174.2,16.9,415.2,299.5,294.8,293.2,300.4,175.1,261.4,273.6,273.7,380.1,257.7,368.9,12118.0,202.0,273.7,grampians_horsham
VIC,3427,Australia,Victoria,3427 Victoria Australia,-37.62081146,144.6976471,29.3,29.3,255.2,65.9,103.6,41.4,39.9,73.8,216.2,60.7,42.9,165.0,34.0,70.0,75.2,242.6,169.3,53.4,445.8,50.1,153.9,212.5,18.7,28.2,29.4,201.4,29.5,124.1,1729.0,28.8,29.4,sunshine_stalbans
VIC,3428,Australia,Victoria,3428 Victoria Australia,-37.63523102,144.7910309,22.5,22.5,250.0,68.5,108.3,35.5,33.1,66.5,207.8,53.6,35.1,166.6,27.0,64.5,83.5,250.8,161.1,45.2,451.6,43.1,152.2,219.4,14.1,19.8,22.5,196.8,29.0,116.2,1460.0,24.3,22.5,sunshine_stalbans
VIC,3429,Australia,Victoria,3429 Victoria Australia,-37.5498848,144.7352753,33.0,33.0,247.6,74.4,97.6,46.1,43.6,76.7,215.2,63.9,44.8,157.0,37.4,75.2,78.1,242.6,169.7,54.0,440.9,53.5,145.4,218.9,24.5,27.2,33.1,193.6,37.5,125.5,1944.0,32.4,33.1,sunshine_stalbans
VIC,3431,Australia,Victoria,3431 Victoria Australia,-37.44457626,144.6830139,45.4,45.4,244.1,83.4,85.0,58.6,55.8,88.4,223.4,75.8,56.3,145.4,49.7,87.7,74.5,234.1,179.2,64.5,428.6,65.6,137.0,220.2,37.0,37.3,45.4,189.3,49.1,136.0,2595.0,43.3,45.4,sunshine_stalbans
VIC,3432,Australia,Victoria,3432 Victoria Australia,-37.43811035,144.776947,42.3,42.3,237.0,87.2,88.2,56.0,52.3,83.8,215.8,71.5,51.6,144.6,46.3,85.0,82.8,241.7,172.4,58.7,432.6,61.7,132.6,227.8,36.0,31.8,42.4,182.5,50.2,129.9,2648.0,44.1,42.4,northern_epping
VIC,3433,Australia,Victoria,3433 Victoria Australia,-37.40104294,144.776474,46.2,46.2,234.6,91.0,84.6,59.9,56.1,87.1,217.4,75.1,55.0,140.5,50.1,88.9,83.5,240.4,174.6,61.6,429.1,65.3,128.9,229.7,40.1,35.0,46.3,179.9,54.3,132.6,2752.0,45.9,46.3,northern_epping
VIC,3434,Australia,Victoria,3434 Victoria Australia,-37.35159683,144.7471466,52.3,52.3,233.5,95.1,78.6,65.9,62.2,93.1,221.9,81.1,61.0,135.0,56.2,94.9,82.3,236.3,179.7,67.4,423.1,71.4,125.2,230.2,45.9,41.0,52.4,178.4,59.5,138.2,2904.0,48.4,52.4,northern_epping
VIC,3435,Australia,Victoria,3435 Victoria Australia,-37.22643661,144.7385407,65.7,65.7,226.5,108.0,66.7,79.4,75.4,105.3,228.4,93.7,73.5,121.1,69.5,108.3,86.4,231.9,188.3,78.7,411.3,84.3,113.5,236.9,59.8,53.3,65.9,170.8,73.4,148.3,3435.0,57.3,65.9,northern_epping
VIC,3437,Australia,Victoria,3437 Victoria Australia,-37.50158691,144.5466919,48.1,48.1,257.6,74.0,86.8,60.1,58.7,92.5,232.7,79.4,61.2,152.7,52.7,88.4,61.7,225.1,186.9,71.1,427.6,68.9,148.5,206.6,37.3,44.6,48.1,202.6,44.8,142.4,2534.0,42.2,48.1,sunshine_stalbans
VIC,3438,Australia,Victoria,3438 Victoria Australia,-37.4523735,144.6152496,48.0,48.0,249.5,80.8,83.5,60.9,58.6,91.8,228.7,79.0,59.9,146.7,52.5,89.8,68.4,228.8,184.0,68.8,426.1,68.6,140.7,214.5,38.6,41.7,48.1,194.5,48.7,140.3,2339.0,39.0,48.1,sunshine_stalbans
VIC,3440,Australia,Victoria,3440 Victoria Australia,-37.42846298,144.5558777,53.4,53.4,252.3,82.2,79.3,66.0,64.0,97.4,234.5,84.5,65.6,144.5,57.9,94.7,63.8,222.9,189.9,74.6,421.0,74.1,141.1,211.3,43.5,47.6,53.5,197.0,52.4,146.2,2294.0,38.2,53.5,sunshine_stalbans
VIC,3441,Australia,Victoria,3441 Victoria Australia,-37.39295578,144.5931854,54.5,54.5,247.3,86.7,76.6,67.5,65.1,98.0,232.8,85.3,65.9,140.3,58.9,96.5,67.9,224.7,189.0,74.3,419.5,75.0,136.0,216.2,45.3,47.1,54.6,192.0,55.6,145.8,2499.0,41.7,54.6,sunshine_stalbans
VIC,3442,Australia,Victoria,3442 Victoria Australia,-37.33277512,144.5519409,62.1,62.1,246.8,92.5,69.1,75.1,72.6,105.4,238.6,92.7,73.3,134.0,66.5,104.1,66.6,219.2,195.5,81.3,411.9,82.5,132.5,216.7,53.0,54.2,62.2,191.1,62.8,152.8,2596.0,43.3,62.2,sunshine_stalbans
VIC,3444,Australia,Victoria,3444 Victoria Australia,-37.13541412,144.5284729,82.1,82.1,237.7,113.9,48.1,95.5,92.3,123.9,249.5,111.7,91.7,112.7,86.2,124.6,75.7,211.5,209.3,98.2,392.4,101.9,116.8,227.8,74.0,71.8,82.2,181.4,84.8,168.7,3588.0,59.8,82.2,bendigo_bendigo
VIC,3446,Australia,Victoria,3446 Victoria Australia,-37.18721008,144.3465424,85.9,85.9,254.7,107.3,49.0,98.6,96.5,129.6,261.7,116.8,97.5,122.1,90.4,127.3,59.7,197.2,219.4,105.6,388.5,106.5,132.2,211.6,76.0,78.5,86.0,198.4,83.7,177.1,3750.0,62.5,86.0,bendigo_bendigo
VIC,3448,Australia,Victoria,3448 Victoria Australia,-37.0514946,144.3827362,96.5,96.5,245.3,122.4,34.7,109.7,106.9,139.1,265.3,126.7,106.9,106.7,100.8,138.7,72.8,197.0,225.2,113.8,377.4,116.7,119.7,223.9,87.6,87.2,96.6,189.0,96.9,184.5,4150.0,69.2,96.6,bendigo_bendigo
VIC,3450,Australia,Victoria,3450 Victoria Australia,-37.05928802,144.2220459,103.9,103.9,258.7,122.1,34.9,116.6,114.5,147.5,277.7,134.8,115.4,112.7,108.4,145.2,63.8,183.2,236.4,123.3,370.6,124.5,131.5,212.9,94.0,96.3,104.0,202.4,101.1,194.6,4746.0,79.1,104.0,bendigo_bendigo
VIC,3451,Australia,Victoria,3451 Victoria Australia,-37.10748291,144.2119446,100.3,100.3,261.7,116.9,40.3,112.8,110.9,144.2,276.2,131.4,112.2,118.0,104.8,141.3,58.8,183.4,234.3,120.5,374.8,121.0,135.4,208.5,90.1,93.4,100.4,205.3,96.6,191.9,5044.0,84.1,100.4,bendigo_bendigo
VIC,3458,Australia,Victoria,3458 Victoria Australia,-37.45545197,144.365448,63.7,63.7,268.0,77.4,78.9,74.9,74.2,108.1,249.5,95.0,77.4,150.4,68.4,102.3,46.7,208.4,203.6,87.7,415.1,84.4,153.3,195.4,52.2,61.3,63.8,212.4,56.1,158.7,4669.0,77.8,63.8,grampians_ballarat
VIC,3461,Australia,Victoria,3461 Victoria Australia,-37.3077774,144.1798554,86.7,86.7,273.9,95.3,62.8,98.1,97.3,131.2,270.3,118.1,100.1,139.6,91.4,125.5,39.7,187.1,225.6,109.9,392.8,107.5,152.1,191.7,75.4,83.1,86.8,217.7,78.9,181.3,4902.0,81.7,86.8,grampians_ballarat
VIC,3462,Australia,Victoria,3462 Victoria Australia,-37.11270523,144.0564728,109.3,109.3,274.6,118.7,45.2,121.2,119.9,153.6,288.5,140.6,122.0,124.8,113.9,149.1,52.0,170.2,245.7,131.0,368.5,130.1,146.9,198.3,98.4,103.8,109.4,218.3,103.0,202.5,5581.0,93.0,109.4,bendigo_bendigo
VIC,3465,Australia,Victoria,3465 Victoria Australia,-37.03535843,143.6740875,140.7,140.7,303.4,138.3,62.9,151.7,151.2,185.1,323.1,172.0,154.2,138.4,145.4,178.3,59.3,135.2,279.4,163.9,345.7,161.4,172.2,183.3,129.1,137.0,140.7,247.3,130.9,235.3,7338.0,122.3,140.7,grampians_ballarat
VIC,3478,Australia,Victoria,3478 Victoria Australia,-36.34191132,143.1975555,224.1,224.1,331.0,226.2,107.1,236.1,234.7,268.3,396.0,255.3,236.4,141.0,228.7,263.9,146.3,97.4,357.1,244.6,258.1,244.9,198.3,235.7,213.3,217.5,224.2,279.0,217.2,315.9,9955.0,165.9,224.2,grampians_horsham
VIC,3483,Australia,Victoria,3483 Victoria Australia,-35.91329193,142.8838806,278.4,278.4,360.1,281.5,156.1,290.7,289.0,322.3,445.5,309.5,290.2,169.6,282.9,318.7,201.3,107.4,408.8,297.9,203.6,299.1,232.3,276.9,267.9,271.0,278.4,311.7,272.3,368.8,12208.0,203.5,278.4,grampians_horsham
VIC,3498,Australia,Victoria,3498 Victoria Australia,-34.25253296,142.1686401,466.4,466.4,476.2,476.2,337.2,479.4,476.9,508.8,614.9,496.6,476.6,314.5,470.7,508.2,396.7,273.5,586.0,482.6,7.8,486.6,376.1,460.0,457.0,456.7,466.5,442.4,463.5,551.0,19643.0,327.4,442.4,mildura_mildura
VIC,3500,Australia,Victoria,3500 Victoria Australia,-34.20841599,142.1242065,472.7,472.7,482.1,482.4,343.6,485.7,483.2,515.2,621.2,502.9,483.0,320.8,477.1,514.5,402.8,278.5,592.4,489.0,3.2,492.9,382.3,465.2,463.3,463.0,472.8,448.5,469.8,557.3,20150.0,335.8,448.5,mildura_mildura
VIC,3501,Australia,Victoria,3501 Victoria Australia,-34.65567398,142.2917175,422.6,422.6,447.0,430.7,294.2,435.4,433.1,465.4,575.4,453.0,433.2,277.0,426.9,464.1,351.0,228.8,544.8,439.5,54.0,442.9,340.0,414.7,412.9,413.3,422.6,409.8,419.0,508.6,17802.0,296.7,409.8,mildura_mildura
VIC,3523,Australia,Victoria,3523 Victoria Australia,-36.85011673,144.7371826,106.6,106.6,207.6,148.4,41.9,120.2,115.6,143.1,249.7,132.4,112.4,79.2,109.9,148.6,110.7,225.7,215.9,115.4,377.9,123.8,81.2,262.3,101.5,92.6,106.7,151.3,115.2,180.7,5903.0,98.4,106.7,bendigo_bendigo
VIC,3537,Australia,Victoria,3537 Victoria Australia,-36.05227661,143.7133942,222.6,222.6,284.6,240.5,92.8,235.9,233.0,264.5,376.2,252.4,232.4,93.5,226.9,264.9,167.0,153.4,343.4,238.1,251.9,242.6,156.1,281.4,213.7,212.4,222.7,235.5,221.9,306.8,9895.0,164.9,222.7,bendigo_bendigo
VIC,3549,Australia,Victoria,3549 Victoria Australia,-34.78851318,142.7769165,386.7,386.7,400.4,400.0,256.9,399.9,397.1,428.6,533.3,416.6,396.5,233.2,391.0,428.9,321.8,219.9,504.6,402.1,88.6,406.7,295.4,400.5,377.6,376.5,386.8,363.8,385.0,470.0,16427.0,273.8,363.8,mildura_mildura
VIC,3550,Australia,Victoria,3550 Victoria Australia,-36.75810242,144.292923,129.0,129.0,241.7,155.1,1.3,142.4,139.2,170.4,288.4,158.4,138.3,80.1,133.1,171.5,96.5,185.8,251.8,144.1,345.9,148.7,109.3,241.6,120.7,118.3,129.1,186.1,130.4,213.4,5925.0,98.8,129.1,bendigo_bendigo
VIC,3551,Australia,Victoria,3551 Victoria Australia,-36.7567215,144.4836578,122.4,122.4,225.3,155.5,17.8,136.1,132.3,162.0,274.2,150.5,130.4,72.8,126.3,165.1,104.6,202.8,239.3,134.9,355.8,141.2,93.9,253.1,115.4,110.2,122.5,169.5,127.0,202.5,5948.0,99.1,122.5,bendigo_bendigo
VIC,3555,Australia,Victoria,3555 Victoria Australia,-36.80638123,144.2426453,126.3,126.3,247.5,150.0,7.3,139.6,136.7,168.5,289.4,156.3,136.3,87.0,130.6,168.6,89.8,181.5,251.7,142.6,347.8,146.3,115.6,234.6,117.6,116.4,126.4,191.7,126.6,212.5,5237.0,87.3,126.4,bendigo_bendigo
VIC,3556,Australia,Victoria,3556 Victoria Australia,-36.64841461,144.1888123,144.1,144.1,247.6,167.9,14.1,157.4,154.3,185.7,302.8,173.7,153.6,75.7,148.2,186.5,104.7,176.7,266.8,159.5,330.6,163.8,113.9,245.1,135.6,133.6,144.1,192.7,144.8,228.7,6588.0,109.8,144.1,bendigo_bendigo
VIC,3564,Australia,Victoria,3564 Victoria Australia,-36.12194443,144.6403503,187.9,187.9,201.1,227.0,76.7,201.5,196.7,222.5,309.3,212.6,192.9,9.9,191.1,229.6,173.7,227.2,284.2,194.6,312.8,204.6,74.0,316.2,182.9,173.5,188.0,152.1,196.2,254.9,9218.0,153.6,152.1,echuca_echuca
VIC,3579,Australia,Victoria,3579 Victoria Australia,-35.73118591,143.8437653,249.6,249.6,276.9,273.1,119.9,263.1,259.6,289.6,390.8,278.2,258.0,93.2,253.6,292.2,202.3,182.7,362.1,262.5,231.3,268.8,157.3,318.9,241.7,237.8,249.7,232.4,251.4,328.6,10648.0,177.5,232.4,echuca_echuca
VIC,3585,Australia,Victoria,3585 Victoria Australia,-35.38221359,143.394928,301.9,301.9,325.2,319.9,171.7,315.3,312.2,343.1,446.9,331.3,311.2,148.3,306.1,344.3,244.5,182.3,417.9,316.3,175.3,321.6,211.7,343.5,293.3,291.1,302.0,284.0,301.7,383.5,13418.0,223.6,284.0,echuca_echuca
VIC,3608,Australia,Victoria,3608 Victoria Australia,-36.76311493,145.1337128,115.7,115.7,171.3,168.7,75.7,128.4,122.6,143.5,228.0,135.2,116.9,77.6,117.9,154.2,143.6,260.7,200.5,115.9,394.2,128.7,51.3,295.6,114.4,99.5,115.8,114.9,130.6,171.6,5373.0,89.6,114.9,shepparton_shepparton
VIC,3620,Australia,Victoria,3620 Victoria Australia,-36.27835083,145.0739441,168.8,168.8,162.8,217.6,87.9,181.8,176.2,197.6,270.3,189.4,170.9,33.1,171.3,208.2,178.5,260.6,248.9,170.1,353.4,182.7,31.5,328.0,166.4,153.0,169.0,111.3,181.8,223.8,8154.0,135.9,111.3,shepparton_shepparton
VIC,3629,Australia,Victoria,3629 Victoria Australia,-36.29786301,145.2689667,168.7,168.7,145.7,221.1,101.3,181.1,175.3,194.1,257.5,186.8,169.2,49.9,170.8,206.3,187.9,277.3,238.8,167.1,368.3,180.9,14.5,338.8,167.6,152.4,168.8,93.7,183.7,216.4,7853.0,130.9,93.7,shepparton_shepparton
VIC,3630,Australia,Victoria,3630 Victoria Australia,-36.43701935,145.5375366,159.6,159.6,125.0,217.0,117.2,171.0,164.7,179.3,230.7,173.6,157.6,78.1,160.9,193.9,194.4,298.8,214.8,153.6,396.7,169.0,14.2,346.5,160.5,143.0,159.7,70.1,177.4,196.0,7401.0,123.4,70.1,shepparton_shepparton
VIC,3644,Australia,Victoria,3644 Victoria Australia,-35.90139771,145.6664276,219.8,219.8,112.0,275.6,155.6,231.5,225.3,239.8,275.7,234.2,218.2,86.6,221.3,254.5,244.6,322.6,267.6,214.2,373.0,229.7,55.8,395.2,220.2,203.2,220.0,76.5,236.8,253.6,10751.0,179.2,76.5,shepparton_shepparton
VIC,3658,Australia,Victoria,3658 Victoria Australia,-37.28147507,145.1395416,59.3,59.3,201.1,118.3,96.3,71.3,65.3,86.5,194.0,77.7,59.3,131.9,61.0,96.6,117.8,267.8,156.9,58.7,437.6,71.1,105.4,264.3,60.5,42.8,59.5,147.2,77.6,120.9,4174.0,69.6,59.5,northern_epping
VIC,3659,Australia,Victoria,3659 Victoria Australia,-37.12797546,145.131546,75.7,75.7,191.4,132.3,86.3,88.0,82.2,103.4,203.4,94.8,76.3,115.3,77.7,113.6,122.7,263.9,169.3,75.7,424.1,88.2,89.0,272.2,75.7,59.3,75.8,136.3,92.5,135.6,4397.0,73.3,75.8,northern_epping
