state,postcode,country,state_ok,postcode_state_country,Latitude,Longitude,dist_to_rch,km_to_rch,km_to_albury,km_to_austin,km_to_barwon,km_to_bendigo,km_to_monash,km_to_sunshine,km_to_northern,min_distance,closest_hosp,TravelDuration,TravelDuration_min
VIC,3446,Australia,Victoria,3446 Victoria Australia,-37.1867485,144.3462372,85.95402925,85.95402925,254.6046174,89.30546879,107.2672941,48.95942319,106.4225922,75.99310644,78.58277505,48.95942319,Bendigo,3750,62.5
VIC,3448,Australia,Victoria,3448 Victoria Australia,-37.05150986,144.3827362,96.51490179,96.51490179,245.2540728,98.58518088,122.3000029,34.73441791,116.5570852,87.5161209,87.16381679,34.73441791,Bendigo,4284,71.4
VIC,3450,Australia,Victoria,3450 Victoria Australia,-37.05929947,144.2220459,103.9003675,103.9003675,258.6946958,107.1499313,122.0849885,34.91521932,124.361517,93.88766371,96.2800247,34.91521932,Bendigo,4899,81.65
VIC,3451,Australia,Victoria,3451 Victoria Australia,-37.10749435,144.2119446,100.308337,100.308337,261.628969,103.9608382,116.855727,40.34854219,120.8541349,90.0157866,93.3443632,40.34854219,Bendigo,5191,86.51666667
VIC,3458,Australia,Victoria,3458 Victoria Australia,-37.45546341,144.3654327,63.73537357,63.73537357,267.9112451,69.69478936,77.37351298,78.85758182,84.23964225,52.18412991,61.3043389,52.18412991,Sunshine,4781,79.68333333
VIC,3461,Australia,Victoria,3461 Victoria Australia,-37.30737305,144.1799316,86.76994638,86.76994638,273.8274773,92.2387682,95.25594205,62.74610082,107.3395256,75.36404135,83.08796125,62.74610082,Bendigo,4981,83.01666667
VIC,3462,Australia,Victoria,3462 Victoria Australia,-37.11271667,144.0564575,109.3145566,109.3145566,274.5376152,113.870378,118.6577277,45.19930711,129.9502431,98.36331575,103.8251,45.19930711,Bendigo,5730,95.5
VIC,3465,Australia,Victoria,3465 Victoria Australia,-37.03536987,143.6740723,140.7190104,140.7190104,303.3301154,146.3066279,138.2502752,62.8934416,161.2209814,129.1214157,136.9783907,62.8934416,Bendigo,7513,125.2166667
VIC,3478,Australia,Victoria,3478 Victoria Australia,-36.34192276,143.1975555,224.0994921,224.0994921,331.0569215,228.1235352,226.2134539,107.1130902,244.7220637,213.2709949,217.4826477,107.1130902,Bendigo,10114,168.5666667
VIC,3483,Australia,Victoria,3483 Victoria Australia,-35.91330338,142.8838806,278.37097,278.37097,360.1618129,281.9312318,281.478124,156.1184509,298.9434453,267.793914,270.9852922,156.1184509,Bendigo,12431,207.1833333
VIC,3498,Australia,Victoria,3498 Victoria Australia,-34.25254822,142.1686249,466.404589,466.404589,476.3169751,468.3719681,476.207065,337.2412236,486.5063924,456.8632885,456.6931133,337.2412236,Bendigo,19884,331.4
VIC,3500,Australia,Victoria,3500 Victoria Australia,-34.20842743,142.1242065,472.7238388,472.7238388,482.2054986,474.7093642,482.3469757,343.5923224,492.8340802,463.1667579,463.0357975,343.5923224,Bendigo,20414,340.2333333
VIC,3501,Australia,Victoria,3501 Victoria Australia,-34.65581131,142.2917481,422.5388451,422.5388451,447.0440925,424.8540754,430.7010137,294.1809771,442.7824369,412.7525808,413.3018553,294.1809771,Bendigo,18046,300.7666667
VIC,3523,Australia,Victoria,3523 Victoria Australia,-36.85012817,144.7371826,106.5681065,106.5681065,207.5139455,104.7514569,148.3428646,41.86838207,123.790712,101.2822221,92.63073037,41.86838207,Bendigo,5996,99.93333333
VIC,3537,Australia,Victoria,3537 Victoria Australia,-36.05229187,143.7133789,222.6313385,222.6313385,284.6407222,224.1320145,240.4654286,92.8187447,242.4748429,213.6362629,212.358896,92.8187447,Bendigo,10063,167.7166667
VIC,3549,Australia,Victoria,3549 Victoria Australia,-34.78849792,142.7769165,386.7212539,386.7212539,400.4604002,388.2873143,399.9944427,256.9471932,406.6241201,377.5245162,376.4954147,256.9471932,Bendigo,16715,278.5833333
VIC,3550,Australia,Victoria,3550 Victoria Australia,-36.7581749,144.2929688,128.9611253,128.9611253,241.629043,130.1011156,155.0423919,1.266311818,148.5615219,120.5537536,118.2888483,1.266311818,Bendigo,6116,101.9333333
VIC,3551,Australia,Victoria,3551 Victoria Australia,-36.75679398,144.483902,122.4252565,122.4252565,225.2846382,122.2872923,155.4109882,17.81691933,141.1547805,115.2567821,110.2171839,17.81691933,Bendigo,6145,102.4166667
VIC,3555,Australia,Victoria,3555 Victoria Australia,-36.80639648,144.2426453,126.3333582,126.3333582,247.4435336,128.0036947,149.9418282,7.350931303,146.2188115,117.4755783,116.361296,7.350931303,Bendigo,5411,90.18333333
VIC,3556,Australia,Victoria,3556 Victoria Australia,-36.64884567,144.1894531,143.9889681,143.9889681,247.5713357,145.2878237,167.7912521,13.99672244,163.6905461,135.3697501,133.5051033,13.99672244,Bendigo,6758,112.6333333
VIC,3564,Australia,Victoria,3564 Victoria Australia,-36.12195587,144.6403046,187.8883683,187.8883683,201.1374209,185.5465813,226.9589844,76.68441955,204.5266737,182.6818138,173.5096094,76.68441955,Bendigo,9457,157.6166667
VIC,3579,Australia,Victoria,3579 Victoria Australia,-35.73120117,143.8437653,249.5823742,249.5823742,276.9524366,249.9028166,273.0737433,119.8931402,268.6968853,241.5658816,237.8607744,119.8931402,Bendigo,10825,180.4166667
VIC,3585,Australia,Victoria,3585 Victoria Australia,-35.38222885,143.3949127,301.9178532,301.9178532,325.3020836,302.9736352,319.8193567,171.7359792,321.5260922,293.1973884,291.063272,171.7359792,Bendigo,13613,226.8833333
VIC,3608,Australia,Victoria,3608 Victoria Australia,-36.76312637,145.1337128,115.7174731,115.7174731,171.2205933,110.6744774,168.5764631,75.70236329,128.73914,114.1883057,99.5550531,75.70236329,Bendigo,5496,91.6
VIC,3620,Australia,Victoria,3620 Victoria Australia,-36.27836227,145.0739441,168.8317026,168.8317026,162.843414,164.3866076,217.4905863,87.88394567,182.6847438,166.1767305,152.9882185,87.88394567,Bendigo,8337,138.95
VIC,3629,Australia,Victoria,3629 Victoria Australia,-36.29584122,145.2674866,168.8969096,168.8969096,145.7900626,163.4861976,221.217109,101.3060965,181.1611406,167.4984726,152.6169763,101.3060965,Bendigo,7984,133.0666667
VIC,3630,Australia,Victoria,3630 Victoria Australia,-36.43703079,145.5375214,159.5740532,159.5740532,125.0030024,152.74562,216.9633143,117.1591292,169.0731139,160.2387745,142.9967367,117.1591292,Bendigo,7590,126.5
VIC,3644,Australia,Victoria,3644 Victoria Australia,-35.90141678,145.6664276,219.8331634,219.8331634,112.1020311,213.2550302,275.519115,155.6326011,229.7299548,219.9079844,203.2782629,112.1020311,Albury,11059,184.3166667
VIC,3658,Australia,Victoria,3658 Victoria Australia,-37.28910446,145.1520691,58.84725233,58.84725233,200.6800059,52.6324575,118.2021872,97.6780751,70.30187789,59.9786458,42.2877187,42.2877187,Northern,4436,73.93333333
VIC,3659,Australia,Victoria,3659 Victoria Australia,-37.12799072,145.131546,75.71476188,75.71476188,191.3153211,70.19781982,132.2543418,86.28840346,88.16810216,75.41608394,59.33064307,59.33064307,Northern,4489,74.81666667
VIC,3660,Australia,Victoria,3660 Victoria Australia,-37.05641174,145.2648621,86.54755865,86.54755865,177.063581,79.95606537,145.2311907,93.65294727,96.95857149,87.52116998,69.97297171,69.97297171,Northern,4932,82.2
VIC,3662,Australia,Victoria,3662 Victoria Australia,-36.93569183,144.9486237,95.38074821,95.38074821,194.3089083,91.81198535,144.6007245,62.65972586,110.5960256,92.2492448,80.01785235,62.65972586,Bendigo,4760,79.33333333
VIC,3669,Australia,Victoria,3669 Victoria Australia,-36.64916229,145.7489777,145.5883286,145.5883286,116.4170448,137.4673832,206.9331097,131.0686242,151.9330181,148.4155126,129.2525953,116.4170448,Albury,6801,113.35
VIC,3677,Australia,Victoria,3677 Victoria Australia,-36.36939621,146.3159943,199.3940879,199.3940879,57.0364183,190.3387019,262.7425705,186.3239856,202.4377417,203.8177822,183.6764824,57.0364183,Albury,8930,148.8333333
VIC,3690,Australia,Victoria,3690 Victoria Australia,-36.11663437,146.8492737,251.4818034,251.4818034,3.23091389,241.9966863,315.6437723,240.0122521,252.5691325,256.7894224,236.2691367,3.23091389,Albury,11230,187.1666667
VIC,3691,Australia,Victoria,3691 Victoria Australia,-36.31874466,147.0215607,246.3316896,246.3316896,24.35019235,236.4248466,311.089264,249.2074323,245.2172411,252.7876692,231.9457772,24.35019235,Albury,12893,214.8833333
VIC,3712,Australia,Victoria,3712 Victoria Australia,-37.36655807,145.8389893,91.60635358,91.60635358,165.6626329,81.27381977,156.1460868,154.1005965,88.30079616,100.0391542,79.41013683,79.41013683,Northern,8008,133.4666667
VIC,3714,Australia,Victoria,3714 Victoria Australia,-37.21320343,145.7196808,93.66967687,93.66967687,158.6156088,83.95029151,158.3390815,137.5522043,94.74962568,100.0789124,79.19958908,79.19958908,Northern,7042,117.3666667
VIC,3717,Australia,Victoria,3717 Victoria Australia,-37.30586624,145.4538727,70.09698406,70.09698406,182.1809626,61.02215911,134.1304513,120.8843023,74.4104382,75.39491471,54.73989681,54.73989681,Northern,5356,89.26666667
VIC,3720,Australia,Victoria,3720 Victoria Australia,-37.01709366,145.8808899,119.2248664,119.2248664,132.8278418,109.6928255,183.6395881,145.1031012,120.8230627,125.0061615,104.2744668,104.2744668,Northern,8349,139.15
VIC,3730,Australia,Victoria,3730 Victoria Australia,-36.05212784,145.9723358,213.8944922,213.8944922,82.02229519,206.1906118,273.4449123,169.8127803,221.1259819,215.7594911,197.3947897,82.02229519,Albury,10063,167.7166667
VIC,3737,Australia,Victoria,3737 Victoria Australia,-36.9370842,146.7375031,184.4551015,184.4551015,90.42195091,174.1053063,248.8750205,219.3081326,179.8413522,192.7422364,171.9666914,90.42195091,Albury,14175,236.25
VIC,3740,Australia,Victoria,3740 Victoria Australia,-36.81394196,146.8638153,201.2876609,201.2876609,75.84421211,190.9830336,265.8619862,229.8480191,197.1624916,209.299951,188.4547564,75.84421211,Albury,12596,209.9333333
VIC,3741,Australia,Victoria,3741 Victoria Australia,-36.90355301,147.1034546,214.5386567,214.5386567,88.09179701,204.1178514,278.4148956,251.5141164,208.4580533,223.356493,202.7558702,88.09179701,Albury,13399,223.3166667
VIC,3750,Australia,Victoria,3750 Victoria Australia,-37.59093475,145.0050659,23.03802031,23.03802031,232.6621178,19.03700246,83.84134342,113.3112434,38.07159392,24.91164682,6.995241706,6.995241706,Northern,2310,38.5
VIC,3752,Australia,Victoria,3752 Victoria Australia,-37.63166046,145.0836334,21.49660189,21.49660189,230.9227728,14.06611566,85.46715524,121.0067906,32.32330457,27.34746122,6.548990814,6.548990814,Northern,2202,36.7
VIC,3753,Australia,Victoria,3753 Victoria Australia,-37.47616577,144.9719238,35.33594547,35.33594547,226.2516994,32.12610207,92.02747269,101.2556177,51.15391567,34.23727315,20.06159166,20.06159166,Northern,2253,37.55
VIC,3754,Australia,Victoria,3754 Victoria Australia,-37.59486389,145.117096,26.53494828,26.53494828,225.937177,18.69947828,90.41477599,119.5313026,36.25060304,32.04903014,11.13542766,11.13542766,Northern,2525,42.08333333
VIC,3756,Australia,Victoria,3756 Victoria Australia,-37.41298294,144.9259644,42.36087418,42.36087418,224.8797916,39.98128852,95.71740375,93.21250587,59.02063191,39.61575768,27.84973644,27.84973644,Northern,2698,44.96666667
VIC,3757,Australia,Victoria,3757 Victoria Australia,-37.47676086,145.1935272,41.23602383,41.23602383,211.8891729,33.29682826,104.4526567,114.219795,49.79400984,45.60557235,25.1942953,25.1942953,Northern,3275,54.58333333
VIC,3758,Australia,Victoria,3758 Victoria Australia,-37.35946274,145.0341492,48.82718746,48.82718746,213.7045622,44.22392793,105.8442822,95.04514152,62.88941244,48.32945188,32.73007491,32.73007491,Northern,2897,48.28333333
VIC,3759,Australia,Victoria,3759 Victoria Australia,-37.64280701,145.24646,31.00091244,31.00091244,222.0822447,20.77535964,95.73820935,130.9088844,32.83011971,39.87859631,20.45556823,20.45556823,Northern,2937,48.95
VIC,3764,Australia,Victoria,3764 Victoria Australia,-37.21224594,144.9343262,64.64387975,64.64387975,211.0242655,61.53359553,115.7782113,77.36878249,80.49070272,61.63477322,49.56216127,49.56216127,Northern,3588,59.8
VIC,3765,Australia,Victoria,3765 Victoria Australia,-37.81276703,145.3468781,34.94279347,34.94279347,231.2380882,26.03459079,93.85032508,151.079203,23.19894843,46.90523469,34.18142909,23.19894843,Monash,2603,43.38333333
VIC,3775,Australia,Victoria,3775 Victoria Australia,-37.62538147,145.3787537,42.10134037,42.10134037,213.0686097,31.67823606,106.3902905,137.4510325,39.91735553,51.56075382,32.22367989,31.67823606,Austin,3753,62.55
VIC,3777,Australia,Victoria,3777 Victoria Australia,-37.59033585,145.5196838,54.98770515,54.98770515,202.3277761,44.54514037,118.9367574,143.9828707,50.79627371,64.57204827,45.04155193,44.54514037,Austin,4526,75.43333333
VIC,3782,Australia,Victoria,3782 Victoria Australia,-37.92089081,145.4570007,46.71949146,46.71949146,235.6232202,39.41322904,98.92655976,166.5062573,29.4876068,58.97875797,48.95630987,29.4876068,Monash,3519,58.65
VIC,3783,Australia,Victoria,3783 Victoria Australia,-37.94497299,145.638794,62.77225595,62.77225595,229.7204071,55.02338837,113.7909375,178.9293914,45.50558523,75.02180306,63.71657101,45.50558523,Monash,5504,91.73333333
VIC,3791,Australia,Victoria,3791 Victoria Australia,-37.90329361,145.4047394,41.76123254,41.76123254,236.5183593,34.44503421,95.07271668,162.1230069,24.98284617,54.01887751,44.14025318,24.98284617,Monash,3325,55.41666667
VIC,3795,Australia,Victoria,3795 Victoria Australia,-37.83683014,145.4334412,42.74788829,42.74788829,228.993897,34.0648228,99.86361368,157.9883244,28.98407046,54.8092872,42.10551927,28.98407046,Monash,3428,57.13333333
VIC,3796,Australia,Victoria,3796 Victoria Australia,-37.78729248,145.3882141,38.52129786,38.52129786,226.8034531,29.11381104,98.32585192,151.2193729,27.77883622,50.26044874,36.08445472,27.77883622,Monash,3007,50.11666667
VIC,3797,Australia,Victoria,3797 Victoria Australia,-37.84498215,145.7035217,66.44342699,66.44342699,217.2428535,57.45100349,122.0506626,174.948145,51.82939384,78.43136874,64.21576255,51.82939384,Monash,4769,79.48333333
VIC,3799,Australia,Victoria,3799 Victoria Australia,-37.70510864,145.8045807,75.78355272,75.78355272,199.3333858,65.79707657,135.5802966,171.5140317,64.67789101,87.00833718,69.76742804,64.67789101,Monash,5717,95.28333333
VIC,3802,Australia,Victoria,3802 Victoria Australia,-37.969841,145.2562103,33.27567518,33.27567518,250.0380332,29.33870752,80.50989835,160.6277254,13.06068927,45.10039598,41.09687349,13.06068927,Monash,2401,40.01666667
VIC,3803,Australia,Victoria,3803 Victoria Australia,-38.00712204,145.268631,36.69403135,36.69403135,252.79233,33.36438741,80.61794832,164.7110307,16.12084326,48.27236325,45.2232506,16.12084326,Monash,2456,40.93333333
VIC,3805,Australia,Victoria,3805 Victoria Australia,-38.03673553,145.3044891,41.22174399,41.22174399,253.7341212,37.85236075,83.11183379,169.1734872,20.61871293,52.73807616,49.65124515,20.61871293,Monash,2580,43
VIC,3806,Australia,Victoria,3806 Victoria Australia,-38.02742386,145.3517761,43.81456243,43.81456243,250.582117,39.56334426,87.36596739,170.5751089,23.45597853,55.59168236,51.0573083,23.45597853,Monash,2852,47.53333333
VIC,3807,Australia,Victoria,3807 Victoria Australia,-38.03446198,145.385025,46.63785987,46.63785987,249.6587973,42.08580197,90.12012318,172.8604731,26.37755748,58.47771661,53.42211457,26.37755748,Monash,3192,53.2
VIC,3809,Australia,Victoria,3809 Victoria Australia,-38.07346344,145.4171906,51.46654803,51.46654803,251.8452059,47.18828773,92.37539946,178.0295732,31.02102469,63.18192903,58.5776648,31.02102469,Monash,3110,51.83333333
VIC,3810,Australia,Victoria,3810 Victoria Australia,-38.07277298,145.4933472,56.88672976,56.88672976,248.3686957,51.8220667,99.01796437,181.833163,36.75376389,68.80489708,62.78170409,36.75376389,Monash,3467,57.78333333
VIC,3812,Australia,Victoria,3812 Victoria Australia,-38.07302856,145.5685577,62.53094069,62.53094069,245.1609984,56.86427655,105.5713437,185.8343525,42.72561192,74.57816382,67.40061893,42.72561192,Monash,3411,56.85
VIC,3814,Australia,Victoria,3814 Victoria Australia,-38.101017,145.6557312,70.70992744,70.70992744,244.3661658,64.83012213,112.9553433,193.0300191,50.96427395,82.78373148,75.13131667,50.96427395,Monash,4120,68.66666667
VIC,3818,Australia,Victoria,3818 Victoria Australia,-38.13867188,145.8416901,87.09114739,87.09114739,241.3609406,80.6921254,129.0569413,206.8185751,67.6234681,99.2434712,90.44236746,67.6234681,Monash,4770,79.5
VIC,3825,Australia,Victoria,3825 Victoria Australia,-37.91222763,146.3282929,121.7371222,121.7371222,203.9188578,112.7808422,173.9099534,222.2259182,105.9248217,133.7662361,118.989672,105.9248217,Monash,8974,149.5666667
VIC,3840,Australia,Victoria,3840 Victoria Australia,-38.28122711,146.4205017,139.7436395,139.7436395,242.4215351,132.7443928,180.0683608,253.9979193,120.5751719,151.9609814,141.6474985,120.5751719,Monash,6854,114.2333333
VIC,3844,Australia,Victoria,3844 Victoria Australia,-38.27810669,146.6119232,155.2116188,155.2116188,239.8145775,147.8566695,196.7202223,266.5414949,136.3871505,167.4604278,156.3145045,136.3871505,Monash,8037,133.95
VIC,3850,Australia,Victoria,3850 Victoria Australia,-38.10437012,147.0729523,189.3348208,189.3348208,219.9871025,180.7912075,236.8283884,288.682497,172.2303527,201.5049041,187.4897411,172.2303527,Monash,9762,162.7
VIC,3859,Australia,Victoria,3859 Victoria Australia,-37.91943359,146.8743591,169.5319088,169.5319088,198.7563619,160.4169511,221.186733,263.375654,153.8137482,181.4985932,166.091524,153.8137482,Monash,9735,162.25
VIC,3860,Australia,Victoria,3860 Victoria Australia,-37.713974,146.9471283,175.8071896,175.8071896,176.0114167,166.081509,231.5314175,259.0057468,162.0608949,187.3331199,170.1999469,162.0608949,Monash,12047,200.7833333
VIC,3871,Australia,Victoria,3871 Victoria Australia,-38.40787888,146.1785736,127.380041,127.380041,260.5621815,121.8218108,160.7668748,248.7551438,107.1627647,139.2835245,132.0332819,107.1627647,Monash,7259,120.9833333
VIC,3875,Australia,Victoria,3875 Victoria Australia,-37.68338776,147.5500336,228.9605908,228.9605908,182.5092014,219.2250464,284.0998777,307.2643173,215.0472265,240.4756958,223.1890486,182.5092014,Albury,14063,234.3833333
VIC,3885,Australia,Victoria,3885 Victoria Australia,-37.2977066,148.1949768,291.3412797,291.3412797,174.7656243,281.178768,349.8539247,352.4794135,279.5032321,302.1976298,283.4216865,174.7656243,Albury,17438,290.6333333
VIC,3888,Australia,Victoria,3888 Victoria Australia,-37.35461426,148.6069946,325.947687,325.947687,205.3381274,315.8968353,383.1988522,389.4489114,313.340095,337.0262206,318.6177741,205.3381274,Albury,18916,315.2666667
VIC,3910,Australia,Victoria,3910 Victoria Australia,-38.15457153,145.1974335,45.63953514,45.63953514,269.8352908,45.87231092,72.70362833,175.8329499,26.83942229,55.19744399,57.99295751,26.83942229,Monash,3217,53.61666667
VIC,3912,Australia,Victoria,3912 Victoria Australia,-38.21624374,145.2216492,52.69563412,52.69563412,274.389101,53.04610263,75.13628803,182.8959117,34.01019499,61.98662823,65.16875452,34.01019499,Monash,3587,59.78333333
VIC,3919,Australia,Victoria,3919 Victoria Australia,-38.35237503,145.2027741,65.97141822,65.97141822,288.0766536,67.4197575,76.41443167,195.7895463,48.51449563,74.12851904,79.45385428,48.51449563,Monash,4565,76.08333333
VIC,3922,Australia,Victoria,3922 Victoria Australia,-38.48671341,145.2167358,80.53963879,80.53963879,300.3041773,82.33666992,83.0643874,209.9302181,63.47557883,88.15863099,94.33624933,63.47557883,Monash,6850,114.1666667
VIC,3930,Australia,Victoria,3930 Victoria Australia,-38.19507599,145.0928955,46.38100923,46.38100923,278.732635,48.83653293,63.73053237,175.8970329,30.58938618,54.19074191,60.62295973,30.58938618,Monash,3566,59.43333333
VIC,3931,Australia,Victoria,3931 Victoria Australia,-38.23043442,145.0602875,49.54108091,49.54108091,283.5875551,52.67916643,61.31390176,178.3668274,34.82868944,56.60031334,64.28893092,34.82868944,Monash,3807,63.45
VIC,3934,Australia,Victoria,3934 Victoria Australia,-38.27546692,145.0307312,54.06094822,54.06094822,289.1680332,57.74054775,59.69675103,182.0337561,40.21104365,60.41726562,69.1854647,40.21104365,Monash,4252,70.86666667
VIC,3936,Australia,Victoria,3936 Victoria Australia,-38.33585739,144.999115,60.46428249,60.46428249,296.253555,64.61650867,58.97847985,187.3443167,47.35785961,66.11362221,75.89793804,47.35785961,Monash,4097,68.28333333
VIC,3941,Australia,Victoria,3941 Victoria Australia,-38.38857269,144.8200378,67.14120625,67.14120625,310.1257862,73.31700045,47.61716715,188.3029008,58.27935128,70.03490215,83.50360512,47.61716715,Barwon,5082,84.7
VIC,3942,Australia,Victoria,3942 Victoria Australia,-38.36870956,144.7723084,65.82529657,65.82529657,310.8713847,72.54294793,42.93131958,185.1446548,58.38509164,67.94127167,82.32050089,42.93131958,Barwon,5400,90
VIC,3944,Australia,Victoria,3944 Victoria Australia,-38.32236481,144.6999054,62.75150815,62.75150815,310.7385992,70.33417075,34.82023832,178.7220049,57.87073312,63.51331422,79.33059195,34.82023832,Barwon,5954,99.23333333
VIC,3950,Australia,Victoria,3950 Victoria Australia,-38.42092896,145.8428803,104.7472968,104.7472968,270.5454914,100.7898378,132.3435415,231.1128805,84.11879936,116.0763147,112.0123395,84.11879936,Monash,6087,101.45
VIC,3953,Australia,Victoria,3953 Victoria Australia,-38.46108246,145.9794464,116.705935,116.705935,270.9495225,112.323579,144.9355822,241.9304536,96.11919557,128.1916964,123.3011673,96.11919557,Monash,6654,110.9
VIC,3956,Australia,Victoria,3956 Victoria Australia,-38.69400406,145.9552612,133.1727606,133.1727606,296.3505131,130.3403807,151.0286019,261.4577049,112.6562168,143.8460908,141.9541832,112.6562168,Monash,8707,145.1166667
VIC,3975,Australia,Victoria,3975 Victoria Australia,-38.06473541,145.2384949,39.37611748,39.37611748,259.5600736,37.69118331,76.94446169,168.8229335,19.0329993,50.21595373,49.78648091,19.0329993,Monash,2553,42.55
VIC,3976,Australia,Victoria,3976 Victoria Australia,-38.03860855,145.2686005,39.04583768,39.04583768,255.6723678,36.3344994,79.97590737,167.6833167,18.41638911,50.34870631,48.29578487,18.41638911,Monash,2719,45.31666667
VIC,3977,Australia,Victoria,3977 Victoria Australia,-38.14037323,145.2754517,47.98276004,47.98276004,264.7515443,46.68685375,79.54155451,177.7230364,27.91384344,58.42124432,58.79104339,27.91384344,Monash,3648,60.8
VIC,3978,Australia,Victoria,3978 Victoria Australia,-38.13267136,145.373642,52.93887775,52.93887775,259.4498434,50.07953605,88.14772428,181.4231498,32.32727441,64.08474577,61.91325253,32.32727441,Monash,3678,61.3
VIC,3995,Australia,Victoria,3995 Victoria Australia,-38.57551575,145.5893402,103.3693466,103.3693466,294.6706503,102.1650506,116.6254098,233.311744,83.50330562,113.1421565,114.202831,83.50330562,Monash,6479,107.9833333
QLD,4011,Australia,Queensland,4011 Queensland Australia,-27.41882324,153.0618134,1379.989379,1379.989379,1130.78485,1371.077813,1442.323791,1325.363921,1382.921614,1383.689163,1364.027106,1130.78485,Albury,62755,1045.916667
QLD,4017,Australia,Queensland,4017 Queensland Australia,-27.31412506,153.0506287,1389.385636,1389.385636,1140.391299,1380.501802,1451.630149,1334.114493,1392.420194,1393.025882,1373.400686,1140.391299,Albury,63043,1050.716667
QLD,4018,Australia,Queensland,4018 Queensland Australia,-27.34061432,153.0388184,1386.259889,1386.259889,1137.250936,1377.374015,1448.511312,1331.045741,1389.287144,1389.904633,1370.276616,1137.250936,Albury,63214,1053.566667
QLD,4030,Australia,Queensland,4030 Queensland Australia,-27.42555046,153.0357361,1378.015478,1378.015478,1128.867313,1369.111178,1440.326895,1323.238105,1380.974971,1381.699862,1362.047258,1128.867313,Albury,62723,1045.383333
QLD,4032,Australia,Queensland,4032 Queensland Australia,-27.38434219,153.0230866,1381.292531,1381.292531,1132.249289,1372.401986,1443.559509,1326.200358,1384.302879,1384.94746,1365.313082,1132.249289,Albury,63002,1050.033333
QLD,4034,Australia,Queensland,4034 Queensland Australia,-27.35640717,153.0431213,1384.974121,1384.974121,1135.926211,1376.083176,1447.241984,1329.87589,1387.982688,1388.629704,1368.994952,1135.926211,Albury,63192,1053.2
QLD,4060,Australia,Queensland,4060 Queensland Australia,-27.44313431,152.9839478,1373.69921,1373.69921,1124.657672,1364.808467,1435.967656,1318.642158,1376.709441,1377.354968,1357.720011,1124.657672,Albury,63758,1062.633333
QLD,4066,Australia,Queensland,4066 Queensland Australia,-27.47605896,152.9588318,1369.284421,1369.284421,1120.252394,1360.394653,1431.550221,1314.224097,1372.29863,1372.938345,1353.304486,1120.252394,Albury,63543,1059.05
QLD,4069,Australia,Queensland,4069 Queensland Australia,-27.49475861,152.8890991,1363.959573,1363.959573,1115.084908,1355.08948,1426.1626,1308.49253,1367.046923,1367.572086,1347.963959,1115.084908,Albury,63685,1061.416667
QLD,4075,Australia,Queensland,4075 Queensland Australia,-27.54772186,152.9790649,1363.501658,1363.501658,1114.290573,1354.588352,1425.843391,1308.982208,1366.428752,1367.206048,1347.541021,1114.290573,Albury,63057,1050.95
QLD,4077,Australia,Queensland,4077 Queensland Australia,-27.5953598,152.9720154,1358.61671,1358.61671,1109.341605,1349.694708,1420.986643,1304.309843,1361.51168,1362.33997,1342.663349,1109.341605,Albury,62913,1048.55
QLD,4101,Australia,Queensland,4101 Queensland Australia,-27.48258209,153.0138092,1371.470957,1371.470957,1122.281719,1362.560943,1433.801332,1316.846037,1374.409681,1375.167885,1355.507508,1122.281719,Albury,62576,1042.933333
QLD,4112,Australia,Queensland,4112 Queensland Australia,-27.60702324,153.0936432,1363.79264,1363.79264,1114.193347,1354.826977,1426.299711,1310.438702,1366.522426,1367.609597,1347.876351,1114.193347,Albury,61835,1030.583333
QLD,4123,Australia,Queensland,4123 Queensland Australia,-27.57874298,153.125473,1368.118393,1368.118393,1118.488668,1359.148703,1430.637628,1314.837158,1370.832494,1371.943841,1352.205554,1118.488668,Albury,61766,1029.433333
QLD,4169,Australia,Queensland,4169 Queensland Australia,-27.48078728,153.0425415,1373.114089,1373.114089,1123.853433,1364.194766,1435.473943,1318.687853,1376.017891,1376.830823,1357.158319,1123.853433,Albury,62494,1041.566667
QLD,4212,Australia,Queensland,4212 Queensland Australia,-27.88750839,153.3465424,1350.876136,1350.876136,1100.315006,1341.763469,1413.832051,1300.985912,1353.033678,1355.018077,1335.097081,1100.315006,Albury,60310,1005.166667
QLD,4214,Australia,Queensland,4214 Queensland Australia,-27.96173477,153.365387,1345.002086,1345.002086,1094.307989,1335.866258,1408.026597,1295.693807,1347.067008,1349.196614,1329.246523,1094.307989,Albury,60270,1004.5
QLD,4216,Australia,Queensland,4216 Queensland Australia,-27.87656784,153.402832,1354.931836,1354.931836,1104.282048,1345.804096,1417.931817,1305.385344,1357.028499,1359.107543,1339.167894,1104.282048,Albury,60988,1016.466667
QLD,4217,Australia,Queensland,4217 Queensland Australia,-27.99904633,153.4277954,1344.942697,1344.942697,1094.093344,1335.778853,1408.048652,1296.315028,1346.893864,1349.200922,1329.216153,1094.093344,Albury,60111,1001.85
QLD,4221,Australia,Queensland,4221 Queensland Australia,-28.12757874,153.4549713,1334.582719,1334.582719,1083.535899,1325.38065,1397.798878,1286.943232,1336.377612,1338.92924,1318.897219,1083.535899,Albury,59011,983.5166667
QLD,4223,Australia,Queensland,4223 Queensland Australia,-28.1935463,153.4126129,1326.182062,1326.182062,1075.123743,1316.977456,1389.406045,1278.64377,1327.967214,1330.53489,1310.499462,1075.123743,Albury,59289,988.15
